text,label
BCG vaccine leads to long-term blood sugar improvement in type 1 diabetes patients,0
Large international study links blood vitamin D levels to colorectal cancer risk,0
XARELTO® (rivaroxaban) Associated with Significantly Reduced Time in Hospital and Decreased Costs Compared to Standard of Care in New Study of Patients with Low-Risk Pulmonary Embolism (PE),0
Temple researchers reverse cognitive impairments in mice with dementia,0
Mangoes helped improve cardiovascular and gut health in women,0
Spironolactone may be an alternative to antibiotics in women's acne treatment,0
Adding Atezolizumab Immunotherapy to Chemotherapy Slows Growth of Advanced Squamous Lung Cancer,0
"Promise of faster, more accessible schizophrenia diagnosis, Rutgers study shows",0
New Real-World Study Finds Long-Term XARELTO® (rivaroxaban) Use Resulted in Fewer Strokes and Systemic Emboli Compared to Warfarin in Frail Patients with Non-Valvular Atrial Fibrillation,0
Procedure plus medication is better than standard treatment for heart disease patients,0
Mice regrow brain tissue after stroke with bioengineered gel,0
UTA researcher patents “roach motel” for cancer,0
UAB Recruiting for Clinical Trial to Determine Therapies for Eradication of Multiple Myeloma,0
Rush is First to Use Microburst Vagus Nerve Stimulation for Drug-Resistant Epilepsy,0
"For women with history of pregnancy loss, walking may aid chance of becoming pregnant",0
Sylentis announces the results of tivanisiran for dry eye syndrome,0
New Phase 3 Data Show Esketamine Nasal Spray Demonstrated Rapid Improvements in Depressive Symptoms in Patients with Treatment-Resistant Depression,0
New research ranks the effectiveness of nonsurgical treatments for knee osteoarthritis,0
"Clinical trial offers natural eczema treatment, using good bacteria to fight the bad",0
New breath and urine tests detect early breast cancer more accurately,0
Researchers use smart phone to make a faster infection detector,0
Eating more fish could prevent Parkinson's disease,0
"Brain scans may help diagnose neurological, psychiatric disorders",0
"Screenings miss half of diabetic, prediabetic patients",0
University of Waterloo develops new way to fight HIV transmission,0
Multiple Studies Show Freespira® Eliminates Panic Attacks in 80% of Patients,0
New class of drugs could help tackle treatment-resistant cancers,0
New drug combo improves survival of women with rare uterine cancer,0
Allina study shows patients with very small breast tumors may forgo lymph node biopsies,0
Acupressure for menstrual pain,0
Noninvasive stimulation device can help prevent migraine attacks,0
Pediatric cancer drug shows 93 percent response rate,0
Portable device detects severe stroke in seconds with 92 percent accuracy,0
Canadian neuroscientists say daily ibuprofen can prevent Alzheimer's disease,0
Eating pecans had significant effect on biomarkers of heart disease and type 2 diabetes,0
Minimally invasive treatment reduces knee pain and disability from osteoarthritis,0
Targeted immunotherapy treatment shows promise for treating advanced stage liver tumors,0
Screening mammography for women 40-49 detects more cancers compared with older age groups,0
Researchers find bone density scans can also help identify cardiovascular disease,0
New tool helps identify risk for post-surgical dislocations following hip replacement,0
HETLIOZ® (tasimelteon) Demonstrates Efficacy to Treat Jet Lag Disorder in an 8 Hour Phase Advance Clinical Study,0
Why the latest shingles vaccine is more than 90 percent effective,0
Nut consumption may aid colon cancer survival,0
Scorpion venom component can reduce severity of rheumatoid arthritis,0
Diet shown to reduce stroke risk may also reduce risk of depression,0
Vegetarian and Mediterranean diet may be equally effective in preventing heart disease,0
MRI technique differentiates benign breast lesions from malignancies,0
FDA authorizes marketing of first blood test to aid in the evaluation of concussion in adults,0
"NIH scientists adapt new brain disease test for Parkinson’s, dementia with Lewy bodies",0
Medical cannabis significantly safer for elderly with chronic pain than opioids,0
Drug shown to reverse brain deficits caused by alcohol,0
Extending dosing intervals reduces deadly side effect risk from multiple sclerosis drug,0
Device Keeps Donor Kidneys Healthy Outside the Body Until Transplant,0
"Choose Omega-3s from fish over flax for cancer prevention, study finds",0
Direct-to-implant breast reconstruction provides good results in older women,0
Prompt clot-grabbing treatment produces better stroke outcomes,0
Cavity prevention approach effectively reduces tooth decay,0
"Curcumin Improves Memory and Mood, New UCLA Study Says",0
Postoperative wound monitoring app can reduce readmissions and improve patient care,0
Prebiotics in infant formula could improve learning and memory and alter brain chemistry,0
Weight-loss surgery associated with lower rate of death,0
Boston Scientific Receives U.S. FDA Approval for Spectra WaveWriter™ Spinal Cord Stimulator System,0
Cancer targeted with reusable 'stinging nettle' treatment,0
Proper exercise can reverse damage from heart aging,0
"In clinical trial, cream reduces squamous cell carcinoma risk",0
"Migraine surgery produces 'dramatic improvements' in functioning, study finds",0
High doses of vitamin D rapidly reduce arterial stiffness,0
Researchers find potential path to repair MS-damaged nerves,0
"Weekly fish consumption linked to better sleep, higher IQ, Penn study finds",0
Screening could prevent a quarter of hip fractures in older women,0
Can you burn calories while sitting at a desk?,0
Allergan Receives FDA Clearance For the CoolSculpting® Treatment To Improve Appearance Of Lax Tissue In The Double Chin,0
"Soy, cruciferous vegetables associated with fewer common breast cancer treatment side effects",0
Marijuana May Help HIV Patients Keep Mental Stamina Longer,0
Type 2 diabetes is not for life,0
Minimally invasive treatment provides relief from back pain,0
Abbreviated breast MRI may be additional screening option for dense breasts,0
Cinnamon turns up the heat on fat cells,0
"Simple Electrocardiogram Can Determine Whether a Patient Has Major Depression or Bipolar Disorder, Study Finds",0
Study shows therapy improves quality of life in people who have sleep apnea,0
"Devenish Announces World's First Naturally Enriched Omega-3 Chicken and Eggs With Proven Health Claims - Likely to Reduce Risk of Heart Attack, Stroke, Dementia and Depression",0
Landmark study may impact standard stroke treatment guidelines,0
HPV testing is better than the Pap test at detecting cervical cancer,0
Northwestern Medicine offers new Minimally Invasive Breakthrough Treatment for Enlarged Prostate,0
No significant difference in pain relief for opioids vs. non-opioid analgesics for treating arm or leg pain,0
Scientists make significant breakthrough on superbug-killing antibiotic teixobactin,0
"Lose fat, preserve muscle: Weight training beats cardio for older adults",0
"Research pinpoints powerful biomarker of ,ultiple sclerosis",0
Using Radar to Make Breast Surgery Easier for Women,0
Good long-term improvement after 'reverse' shoulder replacement in patients under 60,0
Breast cancer: genetic test could help fight secondary breast cancer,0
Early data shows nearly 2x prolonged median survival for inoperable pancreatic cancer,0
Creative Medical Technology Holdings Announces Commercialization of patented Stem Cell Procedure for Erectile Dysfunction,0
On-and-off fasting helps fight obesity,0
Promising New Leprosy Vaccine Moves Into Human Trials,0
Allergy drug improves function in patients with chronic injury from multiple sclerosis,0
Ibuprofen better choice over oral morphine for pain relief in children after minor surgery,0
Multivitamins in pregnancy may be linked to lower autism risk in children,0
"Black tea may help with weight loss, too",0
Text messaging program may help pregnant women kick the smoking habit,0
Cooling treatment reduces epilepsy in children,0
Genetic testing helps set safe dose of common blood thinner,0
New delayed-release stimulant improves morning ADHD symptoms and all-day functioning,0
Comprehensive meta-analysis affirms cranberries' role in promoting a healthy urinary tract,0
Sleep deprivation is an effective anti-depressant for nearly half of depressed patients,0
"LED lights safer, more effective in producing Vitamin D3 than sunlight",0
Therapy proves effective in subgroup of COPD patients,0
New research to treat acute malnutrition,0
"Small increases in physical activity reduce immobility, disability risks in older adults",0
"Arthrokinex Announces IRAPjoint Product, a Non-Drug, Non-Surgical Joint Pain Management Solution Made From Your Own Blood.",0
Longtime antidepressant could slow Parkinson's,0
Scientists discover and target brain area in patients with schizophrenia who 'hear voices',0
New osteoporosis treatment uses traditional Chinese herb to prevent bone loss,0
Compounds in cocoa may help delay onset of type 2 diabetes,0
Studies explore the potential benefits of red raspberries,0
New recommendations for managing menopausal symptoms in breast cancer survivors,0
New meta-analysis finds a plant-based vegetarian diet is associated with lower cholesterol,0
Clinical study shows that retinal imaging may detect signs of Alzheimer's disease,0
CHEO researchers identify practices leading to safer outcomes in procedural sedation for children,0
Specialists make breakthrough in the treatment of anal cancer,0
New blood test may transform the way cancer is monitored and treated,0
"Cardiac stem cells from young hearts could rejuvenate old hearts, new study shows",0
Pregnancy Double Discovery,0
New study shows supplementation of capsicum extract helps increase metabolic rate,0
Breakthrough device heals organs with a single touch,0
Resistance training may slow down the progression of multiple sclerosis,0
"A new HER2 mutation, a clinical trial and a promising diagnostic tool for metastatic breast cancer",0
"Oregano, Thyme May Hold the Cure for Wasting Syndrome Disease",0
Scientists discover biomarkers which could lead to better treatments for CF patients,0
Nanoparticles loaded with component of common spice kill cancer cells,0
World-first ketamine trial shows promise for geriatric depression,0
"Concurrent chemotherapy, proton therapy improves survival in patients with advanced lung cancer",0
Laser Treatment Reduces Eye Floaters,0
"Earlier blood testing for iron deficiency, anemia recommended for young women",0
Radiation prior to surgery reduces risk of secondary tumors in early-stage breast cancer,0
Football boosts bone development in boys,0
"ADHD medication tied to lower risk for alcohol, drug abuse in teens and adults",0
Fasting blood sugar and fasting insulin identified as new biomarkers for weight loss,0
Anti-gravity treadmills get patients running again after knee surgery,0
Colored glasses may provide light sensitivity relief post-concussion,0
"Certain OTC, less expensive hearing aids provide benefit similar to conventional hearing aid",0
Radiosurgery reduces depression and improves quality of life for patients with facial pain,0
"With health care cuts looming, low-cost magnesium a welcome option for treating depression",0
Mount Sinai researcher identifies best practices for cochlear implant hearing preservation,0
Eating more vegetable protein may protect against early menopause,0
Superior Protection by Flublok® Influenza Vaccine in Seniors Documented in New England Journal of Medicine,0
First-in-Canada Implant of Novel Sensor Device for Heart Failure Patients,0
"How six cups of ground coffee can improve nose, throat surgery",0
New study from KKI shows feasibility of acupuncture in young children with ASD,0
New Data From the Elekta Lung Research Group Support the use of Stereotactic Body Radiation Therapy in Elderly Patients With Early-stage Lung Cancer,0
Online cognitive behavioral therapy for insomnia is effective for military,0
Uterine fibroid embolization helps restore fertility,0
"Vegetarian diets almost twice as effective in reducing body weight, study finds",0
Prebiotics reduce body fat in overweight children,0
Bitter taste receptors may hold the key to managing preterm labor,0
Starving prostate cancer with what you eat for dinner,0
Treating depression w/ software: Tech from Mount Sinai steps into the digital healthcare universe,0
New tech promises easier cervical cancer screening,0
Drug for refractory psoriatic arthritis shows promise in clinical trial,0
New Antibiotic Packs a Punch Against Bacterial Resistance,0
Cannabis Derivative Cannabidiol Reduces Seizures in Severe Epilepsy Disorder,0
Strategic brain training positively affects neural connectivity for individuals with TBI,0
Stem cells may significantly improve tendon healing by regulating inflammation,0
New cancer drug can prevent reactions to common airborne allergens,0
Study confirms benefits of fennel in reducing postmenopause symptoms,0
Children and adolescents who eat pasta have better overall diet quality new research shows,0
Study: New blood test is more accurate in predicting prostate cancer risk than PSA,0
New Peer-Reviewed Clinical Study Successfully Validates The Use Of Proove Opioid Risk® To Predict Prescription Opioid Abuse,0
Breakthrough Study Stops Fat-Eating Prostate Cancer Cells,0
"Stroke, MS patients walk significantly better with neural stimulation",0
"Non-surgical weight-loss treatment found safe, effective for those with limited options",0
,0
First large-scale population analysis reinforces ketamine's reputation as antidepressant,0
Common cold duration is shortened similarly by zinc acetate and zinc gluconate lozenges,0
FDA approves new combination treatment for acute myeloid leukemia,0
City of Hope researchers find regular use of aspirin can lower risk of breast cancer for women,0
New eye test detects earliest signs of glaucoma,0
"Allergan Granted Marketing Authorization by the FDA for TrueTear™, the First Intranasal Neurostimulating Device Proven to Temporarily Increase Tear Production",0
Patients with drug-resistant malaria cured by plant therapy developed at WPI,0
Noninvasive Imaging Test Shown Accurate in Ruling Out Kidney Cancers,0
Investigational dose of oral interferon-free treatment can cure hepatitis C in children,0
150-year-old Drug May Provide ‘Off’ Time Relief for People with Advanced Parkinson’s Disease,0
A potential cure for metastatic prostate cancer? Treatment combination shows early promise,0
Teaching happiness to men with HIV boosts their health,0
Dry needling offers alternative to cortisone injection for hip pain,0
Technique improves breast reduction outcomes,0
Laser-Based Dermatological Procedures Could Be Revolutionized with New Technique,0
Pet exposure may reduce allergy and obesity,0
Allergan Reports Topline Phase II Data Supporting Advancement of BOTOX® (onabotulinumtoxinA) for the Treatment of Major Depressive Disorder (MDD),0
Common antibiotic may help to prevent or treat PTSD,0
Magnetic brain stimulation causes weight loss by making gut bacteria healthier,0
Study shows real-world massage is effective treatment for low back pain,0
FDA approves new eczema drug Dupixent,0
Statins May Provide Treatment Alternative for Chronic Liver Disease,0
Researchers warn of hazards of smoking and need for wider use of varenicline to quit,0
Immunotherapy Drug Becomes First Therapy Approved by FDA for Rare Skin Cancer,0
Active Surveillance Preserves Quality of Life for Prostate Cancer Patients,0
SBRT Offers Curative Option for Lung Cancer Patients Age 80 and Older,0
Palliative Care Consults for Patients with Advanced Cancers Reduces Hospitalization and Improves Quality of Care,0
Pembrolizumab shows promise in treatment of mesothelioma,0
"More IV fluids, fewer c-sections",0
Topical curcumin gel effective in treating burns and scalds,0
Free lung-cancer screening in the Augusta area finds more than double the cancer rate of previous screenings,0
New blood test may predict cardiovascular events in patients with or without coronary artery disease,0
"Erectile dysfunction drugs are safe, possibly beneficial after heart attack",0
FDA approves first treatment for frequent urination at night due to overproduction of urine,0
Blueberry concentrate improves brain function in older people,0
Soy food consumption linked to prolonged survival in some breast cancer patients,0
Exact Sciences and Mayo Clinic study shows promise of new blood-based lung cancer test,0
Nonsurgical treatment can correct congenital ear malformations in infants,0
Receiving a clot-buster drug before reaching the hospital may reduce stroke disability,0
"Study Finds Single, Escalated Dose of Brachytherapy Radiation May Be a Safe and Effective Treatment for Localized Prostate Cancer",0
"Study Reveals Ways to Improve Outcomes, Reduce Costs for Common Heart Procedure",0
Screening MRI benefits women at average risk of breast cancer,0
Postmenopausal hormone therapy exceeding ten years may protect from dementia,0
Scientifically-designed fasting diet lowers risks for major diseases,0
High rates of satisfaction for applicator free local estrogen softgel ovule,0
FDA approves new psoriasis drug,0
Testosterone therapy provides protection against cardiovascular disease in men with low testosterone,0
New method reduces adverse effects of rectal cancer treatment,0
The best treatment for laryngeal cancer? This approach helps decide,0
Encouraging clinical results for an antibody drug to prevent or treat HIV,0
Laparoscopic anti-reflux operation for GERD linked to fewer postoperative complications,0
Amgen Announces Repatha® (Evolocumab) Significantly Reduced The Risk Of Cardiovascular Events In FOURIER Outcomes Study,0
Stem cell transplants may induce long-term remission of multiple sclerosis,0
Breath test could help detect stomach and oesophageal cancers,0
Anti-inflammatory diet could reduce risk of bone loss in women,0
FDA approves Trulance for Chronic Idiopathic Constipation,0
New MRI method aids long-term concussion prognosis,0
Mount Sinai researchers involved in successful phase 3 trial of drug for liver cancer,0
Breast cancer prognosis of African-American patients may improve with chemotherapy before surgery,0
Lap Band Surgery Benefits Very Obese Adolescents,0
Personalized treatment for those in blood pressure 'gray zone',0
Progesterone may be key to preventing recurrent miscarriage,0
Tucatinib (ONT-380) progressing in pivotal trial against HER2+ breast cancer,0
Tablet devices show promise in managing agitation among patients with dementia,0
"Natural tooth repair method, using Alzheimer's drug, could revolutionize dental treatments",0
Sun Pharma Announces Positive Topline Results of Confirmatory Phase-3 Clinical Trial for Seciera™ for Treatment of Dry Eye,0
Zinc eaten at levels found in biofortified crops reduces 'wear and tear' on DNA,0
Vaccine shows promising results for early-stage breast cancer patients,0
New study finds EPA and DHA omega-3s lower risk of coronary heart disease,0
New apps designed to reduce depression and anxiety as easily as checking your phone,0
Fenofibrate may reduce heart disease risk in some patients with type 2 diabetes,0
Researchers develop automated melanoma detector for skin cancer screening,0
Reducing Radiation Successfully Treats HPV-Positive Oropharynx Cancers and Minimizes Side Effects,0
The Lancet: Final trial results confirm Ebola vaccine provides high protection against disease,0
‘Miracle Patient’ Finds New Hope with Breast Cancer Vaccine,0
Light therapy effectively treats early prostate cancer,0
A potential pharmaceutical intervention for co-occurring PTSD and substance use disorder,0
Anesthetic cream best for relieving vaccination pain in infants,0
Drug for narcolepsy could help food addicts lose weight,0
Study: Running actually lowers inflammation in knee joints,0
Healthy Diet May Help Kidney Disease Patients Live Longer,0
Immunotherapy shows promise in preventing leukemia relapse,0
Mayo Clinic finds surprising results on first-ever test of stem cell therapy to treat arthritis,0
Dabigatran superior to warfarin when anticoagulation is resumed after bleeding,0
Saturated fat could be good for you,0
Single Dose of Hallucinogenic Drug Psilocybin Relieves Anxiety and Depression in Patients with Advanced Cancer,0
Hallucinogenic Drug Psilocybin Eases Existential Anxiety in People with Life-Threatening Cancer,0
Use of Frailty Screening Initiative before Surgery Associated with Reduced Risk of Death,0
Electro-acupuncture for disrupted sleep in women with breast cancer,0
"In Highly Lethal Type of Leukemia, Cancer Gene Predicts Treatment Response",0
FDA approves Intrarosa for postmenopausal women experiencing pain during sex,0
,0
Development of a wearable medical device for type 2 diabetes,0
"Vitamin D reduces respiratory infections, says CU Anschutz study",0
Probiotics improve cognition in Alzheimer's patients,0
Clinical Study Verifies HSRx OTC Drug Product For Joint Pain Delivers Faster And More Effective Treatment Results Than A Current Market Leading Product,0
Western and Lawson scientists develop game-changing blood test for concussions,0
"Using a patient's own words, machine learning automatically identifies suicidal behavior",0
Study puts Weight Watchers to the test for type 2 diabetes,0
"New Study Shows Balloon in a Capsule Helps Patients Lose Nearly Twice as Much Weight Than Diet, Exercise and Lifestyle Therapy Alone",0
Prostate drug offers new relief for kidney stone suffers,0
Male birth control shots prevent pregnancy,0
Two New Studies Document Improvement in Breast Cancer Treatment with Use of BioZorb Implant,0
"Easing Labor Pain May Help Reduce Postpartum Depression in Some Women, Early Research Suggests",0
Cleveland Clinic study finds whole grain diet reduces cardiovascular disease risk,0
Phase 3 analyses in Alzheimer's show clinical benefit of tramiprosate in APOE4 carriers,0
Toothpaste significantly reduces dental plaque and inflammation throughout the body,0
Cocoa compound linked to some cardiovascular biomarker improvements,0
"Anti-inflammatory drugs could help treat symptoms of depression, study suggests",0
Novel 'patient-friendly' colonoscopy prep shows excellent efficacy and safety,0
"Even partial steroid treatment can benefit extremely preterm infants, NIH study suggests",0
Modified cast instead of surgery results in similar functional outcomes for ankle fracture in older adults,0
First human clinical trial for nicotinamide riboside,0
'Game-changing' immunotherapy doubles head and neck cancer survival,0
Concussion can now be diagnosed with 95 percent specificity,0
"For women, caffeine could be ally in warding off dementia",0
"Self-Adhesive Dressing Generates Electrical Current That Promotes Healing, Reduces Infection Risk",0
"Acupuncture Reduces Hot Flashes for Half of Women, Study Finds",0
Continuing Developments In Medical Consensus On The Utility Of Peppermint Oil For Irritable Bowel Syndrome (IBS),0
FDA approves expanded indications for Ilaris for three rare diseases,0
SBRT Offers Prostate Cancer Patients High Cancer Control and Low Toxicity in Fewer Treatments,0
UNC Hearing Loss Experts Lead Clinical Trials of FDA-Approved Hearing Implant,0
Discovery offers prospect of shorter treatment and cure for chronic myelogenous leukemia,0
"KVK Tech Announces FDA-Approval of Lomaira™ (phentermine hydrochloride USP) 8 mg tablets, CIV, A Low-Cost, Low-Dose Phentermine That Can Be Used Up To Three Times Daily for Weight Reduction",0
FDA Approves Bayer's Kyleena™ (Levonorgestrel-Releasing Intrauterine System) 19.5 mg for Prevention of Pregnancy for up to Five Years,0
FDA Clears P-Cure Upright Imaging Solution for Proton Therapy Enhancement,0
GSK's candidate shingles vaccine shows high efficacy against shingles and its complications in adults aged 70 years and over in phase III study published in NEJM,0
Measuring new hormone may reduce teenagers wrongly diagnosed with PCOS,0
"Humira Provides Effective, Non-Steroid Alternative for Eye Inflammation",0
Asthma gene's effect on respiratory symptoms in infancy depends on breastfeeding status,0
"New HIF-2 kidney cancer therapy more effective than current treatment, study shows",0
"Implanted device successfully treats central sleep apnea, study finds",0
Novel Test Distinguishes Atypical Moles From Melanoma,0
Osteopathic manipulative treatment improves outcomes for elderly pneumonia patients,0
Experts say inexpensive drug could slow heart disease for type 1 diabetic patients,0
Acetaminophen does not aggravate children's asthma,0
"Study shows acetaminophen can be tolerated by children with mild, persistent asthma",0
"Scalpel-Free Surgery Proves Safe, Effective for Treating Essential Tremor",0
Vaping may lead to fewer respiratory infections for ex-smokers,0
Study paves way for steroid treatments with fewer side effects,0
Two New Drugs Show Promise for Patients with Aggressive Breast Cancer – PR News,0
Flu nasal spray provides similar protection against influenza as flu shot: Study,0
Injected Drug Reduces Risk of Fracture among Women with Osteoporosis,0
Want a Better Memory? Try Eating a Mediterranean Diet,0
Treating at the Earliest Sign of MS May Offer Long-Term Benefit,0
Asthma pill could reduce symptoms in severe sufferers,0
Researchers propose new treatment to prevent kidney stones,0
Maintaining a healthy heart through bile acids,0
New Biochip-Based Blood Test Detects Elevated Risk for Alzheimer's Disease,0
Treating pain without feeding addiction: Study shows promise of non-drug pain management,0
Increasing the Odds of Prostate Cancer Detection,0
Life Extension-supported study published in Lancet Neurology finds green tea extract improves cognition in Down Syndrome,0
"International Study Finds Effective, Less Toxic Way to Treat Brain Tumors",0
UAB Optometrist Improves Treatment and Care for Patients with Dry Eye,0
Researchers produce first widely protective vaccine against chlamydia,0
"Nasal irrigation may prevent chronic sinus ailments; however, steam inhalation not effective",0
Estrogen Patch in Newly Postmenopausal Women May Reduce Alzheimer’s Risk,0
HPV Vaccine Can Protect Women Across a Broad Age Range,0
,0
Immunotherapy reduces cardiovascular risk in rheumatoid arthritis,0
"Treating First Time Shoulder Dislocations with Surgery Can Benefit Young Athletes, Study Shows",0
Cetuximab and Radiotherapy in Laryngeal Preservation for Cancers of the Larynx and Hypopharynx: A Secondary Analysis of a Randomized Clinical Trial,0
Cravings for High-Calorie Foods May Be Switched Off in the Brain by New Supplement,0
FDA approves Epclusa for treatment of chronic Hepatitis C virus infection,0
Foot wrap offers alternative to medication for patients with restless legs syndrome,0
"Healthy aging benefits may be associated with walnut consumption, according to research",0
Simple measures can reduce post-operative cognitive dysfunction in older patients,0
Antiviral Treatment During Pregnancy Reduces Mother-to-Child Transmission of Hepatitis B,0
"Timely use of Novartis' Entresto could prevent or postpone over 28,000 US deaths per year among HFrEF patients, according to an expert analysis in JAMA Cardiology",0
Device for irregular heartbeat may be more cost-effective than medication,0
Pre and Post Testing Show Reversal of Memory Loss From Alzheimer’s Disease in Ten Patients,0
'Holy grail' of breast cancer prevention in high-risk women may be in sight,0
MS breakthrough: Replacing diseased immune system halts progression and allows repair,0
How to diagnose systemic infections much more quickly and reliably,0
"Barley lowers not one but two types of 'bad cholesterol', review suggests",0
New drug clears psoriasis in clinical trials,0
"Mesothelioma Surgery Improves Quality of Life, Study Finds",0
Lung Cancer Breath ‘Signature’ Presents Promise for Earlier Diagnosis,0
Topical skin creams effective to treat superficial basal cell carcinoma: New study,0
International trial changing standard of care for advanced breast cancer,0
Nivolumab immunotherapy helps patients with advanced bladder cancer,0
Fighting Advanced Thyroid Cancer with Immunotherapy,0
Prevention of Genetic Breast Cancer Within Reach,0
CD34+ cell treatment reduced angina frequency for 'no option' patients,0
Medimetriks announces the results of a successful Phase 2 trial of MM36 in Atopic Dermatitis; Study results and design published in the Journal of the American Academy of Dermatology (JAAD),0
NIH study confirms benefits of intensive blood pressure management among seniors aged 75 and older,0
Melatonin reduces blood pressure and tunes up disrupted circadian rhythms in the elderly,0
Investigational CDK4/6 inhibitor abemaciclib is active against a range of cancer types,0
"FDA approves new, targeted treatment for bladder cancer",0
Oramed Announces Positive Top-Line Results from Phase IIb Oral Insulin Study,0
New easy-to-use TB test achieves accuracy comparable to IGRAs in Phase III trials,0
Stave off cognitive decline with seafood,0
Studies Show Oral Testosterone Safe and Efficacious in Long-term Management of Hypogonadism,0
Braeburn Pharmaceuticals and Camurus announce positive top line results from Phase 2 opioid challenge study with CAM2038 in subjects with opioid use disorder,0
Blood thinners on 'as needed' basis is safe and effective for lowering stroke risk as compared to long-term use,0
Glaucoma Drug-Dispensing Eye Insert Shows Promise as New Option for Patients Struggling to Take Daily Prescription Eye Drops,0
Surgery for chronic temporal headaches -- simplified approach shows good results,0
FDA approves first drug to treat hallucinations and delusions associated with Parkinson’s disease,0
CVS Health Research Institute Study Shows that Home Infusion Care Improves Patient Outcomes and Quality of Life While Reducing Overall Costs,0
Less body fat for toddlers taking vitamin D,0
Study Results Published in JAMA Conclude that 3D MAMMOGRAPHY™ Exams Outperform Conventional Mammography for Women with Both Dense and Nondense Breasts,0
Relapses of childhood leukemia improve with high doses of common chemo drug,0
One antidepressant shown to control weight during 2-year study,0
Websites aren't telling full story on tobacco product risks,0
Taking aspirin could increase cancer survival by 20 percent,0
First-ever nivolumab study to treat aggressive anal cancer appears promising,0
UT Southwestern research shows 98 percent cure rate for prostate cancer using SBRT,0
Experimental drug guadecitabine found safe in patients with colorectal cancer,0
Ultrasound Headset May Be New Way to Recognize Concussion on the Sidelines,0
Video games improve brain connections in multiple sclerosis patients,0
Shire Announces Positive Results of SHP465 Safety and Efficacy Study in Children and Adolescents with ADHD,0
Lung ultrasound may be a safe substitute for chest X-ray when diagnosing pneumonia in children,0
Heart bypass surgery brings long-term benefits,0
