text,label
drosophila supracellular actomyosin structures are found at boundaries in wing imaginal discs,0
dscam acts as a hypervariable pattern recognition receptor for the immune system,0
erap snps are epistatic to hla alleles for ankylosing spondylitis,0
early patent ductus ateriosus pda screening decreases in hospital mortality,0
early patent ductus ateriosus pda screening increases in hospital mortality,1
ectopic expression of sall nanog esrrb and lin generates induced pluripotent stem cells from mouse embryonic fibroblasts more efficiently than other factor combinations,0
eilat virus eilv produced in mosquitos elicits rapid and long lasting neutralizing antibodies in nonhuman primates,0
elevated cell free mitochondrial dna levels are associated with mortality,0
energy balance requires hypothalamic glutamate neurotransmission,0
enhanced early production of inflammatory chemokines damages viral control in the lung,1
environmental factors can influence the development of breast cancer,0
environmentally induced senescence is mimicked in disease modeling by adding specific molecules to the culture system,0
excess gestational weight gain is associated with obesity related pregnancy outcomes,0
exercise increases cancer mortality rates among chinese citizens,1
exercise reduces cancer mortality rates among chinese citizens,0
exposure to fine particulate air pollution is unrelated to anxiety prevalence,1
female carriers of the apolipoprotein e apoe allele have decreased risk for dementia,1
female carriers of the apolipoprotein e apoe allele have increased risk for alzheimer s disease,0
female carriers of the apolipoprotein e apoe allele have longer lifetime exposure to estrogen due to an increased reproductive period,0
female carriers of the apolipoprotein e apoe allele have shorter lifetime exposure to estrogen due to a decreased reproductive period,1
fibroblast growth factor protects against atherosclerosis by modulating adiponectin and srebp levels,0
forkhead fox transcription factors are involved in cellular differentiation,0
foxo a activation in neuronal death is inhibited by reactive oxygen species ros,1
foxk regulates autophagy genes in muscle cells and fibroblast cells,0
g csf increases the expansion and infiltration of mdscs into tumors,0
gata regulates cell cycle progression in bone marrow hematopoietic stem cells,0
gata regulates self renewal capacity in bone marrow hematopoietic stem cells,0
gastric infection with helicobacter pylori decreases risk of gastric cancer in humans,1
gastric infection with helicobacter pylori increases risk of gastric cancer in humans,0
general exercise therapy is more effective than rotator cuff exercises in reducing pain and improving function of the shoulder,1
general exercise therapy is more effective than scapular stabilizer exercises in reducing pain and improving function of the shoulder,1
genes involved in pre mrna splicing have a significant impact on genome stability,0
genetic deficiency of mast cells leads to decreased weight gain in a mouse model of diet induced obesity,0
genomic aberrations of metastases provide information for targeted therapy,0
genomic sequences involved in alternative splicing responsible for hutchinson gilford progeria syndrome hgps are abundant in the progerinonly allele of lmna knock in models,1
glioblastoma multiforme gbm is characterized by extensive invasion rapid growth necrosis and angiogenesis,0
gpr increases bbb breakdown in mouse models of ischemic stroke,1
gpr suppresses bbb breakdown in mouse models of ischemic stroke,0
guanine nucleotide exchange factors gefs mediate rhoa activation in response to tensional forces on fibronectin binding integrins,0
h pylori mediated gastric cancer occurs due to the accumulation of mutations in host epithelial cells,0
hand methylation is a key step in early endometrial carcinogenesis,0
hba c consistently overestimates glycemic control in black individuals with sickle cell trait sct,1
healthy volunteers exhibit rapid and transient increase of cellular atp after being bolus injected with fructose,1
helicobacter pylori induced aberrant nf kb dependent expression of activation induced cytidine deaminase contributes to the mutagenesis of host dna,0
helminths interfere with immune system control of coinfections by microbial pathogens,0
high levels of crp lead to a higher risk of exacerbations in chronic obstructive pulmonary disease copd,0
higher plasma levels of i carnitine when associated with trimethylamine n oxide are negatively correlated with cardiovascular events in humans,1
higher plasma levels of i carnitine when associated with trimethylamine n oxide are positively correlated with cardiovascular events in humans,0
human embryonic stem cells give rise to cell types from all three embryonic germ layers,0
human embryonic stem cells give rise to cell types from the outer embryonic germ layer but not the other two layers,1
human embryonic stem cells have the capacity to give rise to differentiated progeny representative of all three embryonic germ layers,0
hypothalamic glutamate neurotransmission is unrelated to energy balance,1
ifi impedes sting phosphorylation and translocation resulting in reduced activation of sting,1
il signaling plays a major role in atherosclerotic cardiovascular disease,0
iga plasma cells that are specific for transglutaminase are scarce in the duodenal mucosa of celiac disease patients when the disease is active,1
immune responses in immune cells are geographically segregated,0
improvements in oer catalysts show stable activity over several hundred hours,0
in british men haplogroup i decreases risk of cardiovascular disease,1
in british men haplogroup i increases risk of cardiovascular disease by,0
in s cerevisiae the absence of rna surveillance pathways causes sensitivity to high iron conditions,0
in s cerevisiae the absence of rna surveillance pathways reduces sensitivity to high iron conditions,1
in a naive state blocking wingless int secretion from mouse embryonic stem cells inhibits self renewal of the mouse embryonic stem cells,0
in breast cancer the loss of myoepithelial cells promotes the transition of ductal carcinoma in situ to invasive carcinoma,0
in breast cancer the loss of myoepithelial cells slows the transition of ductal carcinoma in situ to invasive carcinoma,1
in melanoma anti ctla treatment reinvigorates exhausted pd eomes cd t cells,0
in patients with congenital heart defects β blockers significantly improve clinical heart failure outcomes,1
in pediatric tissue most t cells are naive t cell emigrants from the thymus,0
in rhesus macaques daily subcutaneous injections of tenofovir protects against rectally transmitted simian human immunodeficiency virus,0
in young and middle aged adults current or remote uses of adhd medications increase the risk of serious cardiovascular events,1
incidence of dementia is higher than the incidence of dsm iv dementia,0
incidence of dementia is lower than the incidence of dsm iv dementia,1
including pharmacists in rounding teams does not alter the incidence of adverse drug events ades,1
including pharmacists in rounding teams reduces the incidence of adverse drug events ades,0
increased ldl receptors plays a role in the reduction of plasma lp a,0
increased diastolic blood pressure dbp is associated with abdominal aortic aneurysm,0
increased microtubule acetylation exacerbates lrrk roc cor domain mutation induced locomotor deficits,1
increased microtubule acetylation repairs interference of axonal transport caused by lrrk roc cor domain mutations,0
increased microtubule acetylation worsens interference of axonal transport caused by lrrk roc cor domain mutations,1
individuals with alzheimers who participate in six months of physical activity improve cognitive function for up to months,0
induced hepatic stem cells possess the potential to differentiate into cholangiocytic cells,0
induced hepatic stem cells possess the potential to differentiate into hepatocytic cells,0
induction of urokinase receptor signaling in podocytes causes foot process effacement and proteinuria,0
inhibiting hdac increases survival of mice with arid a mutated tumors,0
inhibiting focal adhesion formation enables cells to convert mechanical strain into eventual scarring,1
inhibiting focal adhesion formation increases the rate at which cells convert mechanical strain into inflammation and fibrosis,1
inhibiting glucose phospate dehydrogenase improves lipogenesis by deactivating lkb ampk signaling,1
intake of folic acid fa and vitamin b vb increases levels of homocysteine,1
intake of folic acid fa and vitamin b vb reduces levels of homocysteine,0
integrated care is ineffective at tackling multiple comorbidities,1
integrated care is successful at tackling multiple comorbidities,0
interleukin plays an important role in the pathogenesis of atherosclerosis,0
intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation,0
jmjd catalyzes the hydroxylation of c terminal lysine and supresses transcriptional activity,0
klf is necessary for vsmcs to gain genetic characteristics of other cell types within atherosclerotic lesions,0
krt modulates the expression of the transcriptional regulator aire in diseased epithelia,0
kir modulates channel activity by the g protein coupled melanocortin receptor mc r in the paraventricular nucleus of the hypothalamus,0
knockout proximal tubule specific deletion of the bmp receptor alk causes epithelial damage,0
knockout proximal tubule specific deletion of the bmp receptor alk causes fibrosis,0
ldl cholesterol has a causal role in the development of cardiovascular disease,0
lack of fgf in mice leads to atherosclerotic plaque formation,0
lack of fgf in mice slows the rate of atherosclerotic plaque formation,1
lice attenuated siv vaccines induce a stronger antigen specific t cell response in lymph node cells,0
long chain polyunsaturated fatty acids supplementation is associated with lower rates of atopic eczema at year,0
low nucleosome occupancy correlates with high methylation levels across species,0
ly q directs the organization of neutrophil polarization by regulating membrane raft functions,0
ly c hi monocytes have a higher inflammatory capacity than ly c lo monocytes,0
mek inhibitors are effective treatments in ras driven mouse models of cancer,0
mfge regulates fat absorption by binding to av beta and av beta integrins,0
mical redox enzymes regulate actin dynamics in many cell types,0
muc c activates the nf κb p signaling pathway by interacting with iκb kinase ß,0
mafa ubiquitination decreases the recruitment of coavtivator p caf by mafa,1
mafa ubiquitination increases the recruitment of coavtivator p caf by mafa,0
major antigen induced signals from the t cell receptor and secondary signals from costimulatory receptors are required for t cell activation,0
major vault protein mvp leads to more aggressive tumors by regulating the sorting of tumor suppressive mir a into extracellular vesicles evs,0
major vault protein regulates sorting of tumor suppressive mir a into evs,0
mathematical models predict that using artemisinin based combination therapy over nongametocytocidal drugs have only a modest impact in reducing malaria transmission,0
men are more susceptible to death due to pneumonia when compared to women,1
metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin based chemotherapy in elderly patients,1
mice are incapable of producing neutralizing antibodies in reponse to the chikungunya virus chikv produced in mosquitos,1
mice lacking sirt in sf expressing neurons are immune to diet induced obesity and insulin resistance,1
mice lacking sirt in sf expressing neurons have increased susceptibility to diet induced obesity and insulin resistance,0
mice that lack interferon γ or its receptor are highly susceptible to experimental autoimmune myocarditis,0
mice without ifn γ or its receptor are highly susceptible to eam induced with α myhc cfa,0
microglia are an innate immune cell type of the central nervous system,0
microglia are an innate immune cell type of the peripheral nervous system,1
misunderstandings between doctors and patients can lead to non adherence,0
monoclonal antibody targeting of n cadherin encourages castration resistance,1
monoclonal antibody targeting of n cadherin encourages metastasis,1
monoclonal antibody targeting of n cadherin inhibits castration resistance,0
most termination events in okazaki fragments are dictated by initiation patterns,0
mutant mice lacking svct have severely reduced ascorbic acid levels in both brain and adrenals,0
nr a does not play a role in development of endometrial tissues,1
neutrophil extracellular trap net antigens may contain the targeted autoantigens pr and mpo,0
nonhuman primates are incapable of producing neutralizing antibodies in reponse to the eilat virus eilv produced in mosquitos,1
nonhypertensive people who are years old have a chance of developing hypertension during their lifetime,0
noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation,1
nonsteroidal antinflammatory drugs are ineffective as cancer treatments,1
nonsteroidal antinflammatory drugs show potential anticancer indications,0
oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa,0
omnivores produce less trimethylamine n oxide from dietary i carnitine than vegans,1
omnivores produce more trimethylamine n oxide from dietary i carnitine than vegans,0
omnivores produce more trimethylamine n oxide from dietary i carnitine than vegetarians,0
one in five surgical randomized controlled trials are discontinued early,0
one in two surgical randomized controlled trials are discontinued early,1
osteocytes have an essential role in g csf induced hspc mobilization,0
pd triggering on monocytes enhances il production by monocytes,0
pkg la does not have a large impact on expression of pain hypersensitivity in pgk la knockout mice,1
pkg la does not have a large impact on expression of spinal long term potentiation in pgk la knockout mice,1
pkg la plays an essential role in expression of spinal long term potentiation in pgk la knockout mice,0
participants who quit smoking reduce lung cancer risk by approximately,0
patients in stable partnerships have a slower progression from hiv to aids,0
patients in stable partnerships progress from hiv to death at the same rate as patients not in partnerships,1
patients with common epithelial cancers are more likely to have an emergency event as their first hospital admission if they live in resource deprived areas,0
patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource deprived areas,1
patients with microcytosis and higher erythrocyte count are more vulnerable to severe malarial anaemia when infected with plasmodium falciparum,1
patients with microcytosis and higher erythrocyte count were more resistant to severe malarial anaemia when infected with plasmodium falciparum,0
patients with panic anxiety show decreased csf levels of hypocretin,1
pediatric scd patients with vaso occlusive crisis show increased morphine use after breathing ppm ino for hours,0
pharmacist attendance at ward rounds increases adverse events in wards,1
pharmacist attendance at ward rounds reduces adverse events in wards,0
phase information is useful for predicting donor recipient matches in organ transplantation,0
physical activity does not improve cognitive function in individuals with alzheimers,1
piezo channels are sensors for cell migration in epithelial cells,0
pioglitazone use is not associated with an increased risk of prostate cancer,1
pioglitazone use is significantly associated with an increased risk of pancreatic cancer,0
pioglitazone use is significantly associated with an increased risk of prostate cancer,0
pioneer factor oct interacts with major chromatin remodeling factors,0
post transcriptional handling of mitochondrial transcripts occurs in mitochondrial rna granules,0
pre mrnas associated with spliceosomal components are less stable than unassociated splicing substrates,1
pre mrnas associated with spliceosomal components are more stable than unassociated splicing substrates,0
primary cervical cancer screening with hpv detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade,1
primary cervical cytology screening with hpv detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology,0
pro inflammatory cytokines are up regulated during tumor development,0
propriospinal interneurons that play a role in the plastic reorganization of spinal circuits are integral for recovery from spinal cord injury,0
pseudogene ptenp encodes a transcript that regulates pten expression,0
pyridostatin decreases telomere fragility in brca deficient cells,1
pyridostatin encourages proliferation of homologous recombination defective cells,1
pyridostatin reduces proliferation of homologous recombination defective cells,0
pyridostatin stabilizes the g quadruplex in the telomeric region,0
rank rankl pathway signalling has no known association with development of aire expressing medullary thymic epithelial cells,1
rank rankl pathway signalling is linked to development of aire expressing medullary thymic epithelial cells,0
radioiodine treatment of non toxic multinodular goitre increases thyroid volume,1
rapid phosphotransfer rates are correlated with histidine kinase regulator specificity,0
recognition of start codons depends on the translation initiation factor if,0
reduced responsiveness to interleukin in regulatory t cells is associated with autoimmune diseases such as type diabetes,0
reducing h k me methylation induces mouse epiblast stem cells to naive pluripotency efficiently,0
reduction of rpl alters the composition of the hox gene mrnas translation in mice without lowering overall protein synthesis,0
removal of h k me by ectopic expression of other h k demethylases decreases reprogramming efficiency in scnt experiments,1
removal of h k me by ectopic expression of other h k demethylases improves reprogramming efficiency in scnt experiments,0
removal of h k me improves reprogramming efficiency in human somatic cell nuclear transfer experiments,0
replacement of histone h a with h a z accelerates gene activation in yeasts by destabilizing nucleosomes,0
repressing il has negative effects on atherosclerotic lesion composition and progression,1
retinoic acid receptor related orphan receptor gamma rorγ is a therapeutic target for castration resistant prostate cancer crpc,0
rhythmic expression of cry translates directly into a circadian regulation of camp signaling in gluconeogenesis,0
rhythmic expression of cry translates directly into a circadian regulation of camp signaling in hepatic glucose metabolism,0
ribosomopathies have a high degree of cell and tissue specific pathology,0
risedronate increases risk of vertebral and non vertebral fractures,1
risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients,0
risk adjusted mortality rates are similar in teaching and non teaching hospitals,0
rotator cuff exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder,0
satellite cell dysfunction is a key factor in sarcopenia development,1
scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder,0
side effects associated with antidepressants do not represent a mortality risk to postmenopausal women,1
side effects associated with antidepressants increases risk of stroke,0
sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of ssri antidepressants,1
smc engagment halts the activation of sumo e ligase mms by atp dependent remolding,1
splenomegaly is observed in knockin mouse lacking the shp mapk pathway,0
stiff substrates encourage mesodermal differentiation by degrading beta catenin in an integrin dependent manner,1
stiff substrates inhibit mesodermal differentiation by degrading beta catenin in an integrin dependent manner,0
stroke patients with prior use of direct oral anticoagulants have a higher risk of in hospital mortality than stroke patients with prior use of warfarin,1
students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers,0
students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers,1
surfactin producing cells and exopolymer producing cells cooperate to generate van gogh bundles that have sliding abilities on specialized media,0
surgical treatment is not superior to non surgical in treating adults with displaced fractures of the proximal humerus,0
sympathetic nerve activity is elevated throughout normal pregnancy,0
sympathetic nerve activity is reduced throughout normal pregnancy,1
systemic immunosuppressive is therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease ied,0
systemic immunosuppressive is therapy increases the chance of cancer mortality in patients with inflammatory eye disease ied,1
systemic lupus erythematosus is a risk factor for cardiovascular disease,0
t cell receptor cd microdomains are required to induce the immunologic synapse,0
taking mg of α tocopheryl acetate does not prevent prostate cancer,0
taking mg of α tocopheryl acetate in combination with vitamin c reduces the risk of prostate cancer,1
taking anti depresents is associated with a decrease in the aβ level in the brain of experimental animals,0
taxation of sugar sweetened beverages reduced the incidence rate of type ii diabetes in india,0
ten percent of kidney cancers in the uk are attributable to excess weight,0
the c type lectin receptor clec rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces,0
the desmond program caused substantial weight loss in most participants,1
the desmond program demonstrates no significant impact on biochemical outcomes,0
the desmond program demonstrates no significant impact on lifestyles outcomes,0
the desmond program demonstrates no significant impact on weight loss,0
the ddrb protein from deinococcus radiodurans functions as a pentamer,0
the m phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity,0
the nf κb essential modulator gene induces intestinal inflammation by promoting receptor interacting protein rip kinase kinase activity mediated epithelial cell death,1
the nf κb essential modulator gene prevents intestinal inflammation by inhibiting receptor interacting protein rip kinase kinase activity mediated epithelial cell death,0
the prdm gene when combined with the prdm gene plays an important role during primordial germ cell specification,0
the rank rank ligand rankl pathway is involved in the development of aire expressing medullary thymic epithelial cells mtecs,0
the snf complex regulates carbon and energy metabolism in baker s yeast saccharomyces cerevisiae,0
the us health care system can save up to billion if of patients waiting for kidney transplants participate in the optimized national kidney paired donation program,1
the combination of physical examinations with c reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions,1
the deamination of cytidine to uridine on the minus strand of viral dna can inactivate the viral genome by inducing g to a mutations,0
the density of cytokine receptor bearing cells affects the distance over which cytokines act,0
the density of cytokine receptor bearing cells has no effect on the distance over which cytokines act,1
the generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells,0
the innate immune response struggles to remove small numbers of parasites,1
the latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression,0
the mean suicide rate in women is higher after miscarriage than live birth,0
the mean suicide rate in women is lower after miscarriage than live birth,1
the microtubule dependent delivery and secretion of matrix metalloproteases mmps is partially responsible for the disassembly of adhesion sites,0
the minor g allele of foxo downregulates pro inflammatory cytokines,0
the minor g allele of foxo is related to less severe symptoms of crohn s disease,0
the most prevalent adverse events to semaglutide are cardiovascular,1
the most prevalent adverse events to semaglutide are gastrointestinal,0
the myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin,1
the one child policy has created a hospitable environment for female infants,1
the peak incidence of fractures occurs during pubertal growth spurt in early adolescents,0
the proliferative capacity of neural progenitors differs across species,0
the proliferative capacity of progenitors is regulated cell autonomously,0
the relationship between a breast cancer patient s capacity to metabolize tamoxifen and treatment outcome is independent of the patient s genetic make up,1
the removal of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells,1
the repeat variable diresidue rvd in the loop of transcription activator like tal effectors specifies the nucleotides amino acid contact at the target promoter element,0
the risk of breast cancer among parous women decreases with placental weight of pregnancies,1
the risk of female prisoners harming themselves is ten times that of male prisoners,0
the tissue surrounding the granuloma in an immune cell induces an anti inflammatory immune response,0
therapeutics receiving accelerated approval encounter a lower frequency of post marketing safety events,1
there is a positive correlation between hip fractures and statin use,1
there is a relation between erythromycin use and hypertrophic pyloric stenosis,0
there is no known interaction between pioneer factor oct and major chromatin remodeling factors,1
there is no relation between erythromycin use and hypertrophic pyloric stenosis,1
there was an estimated million cases of pneumonia in young children worldwide in,0
trans acting factors such as lncrnas influence mrna translation,0
transcription factor eb induces transcription of pro inflammatory cytokines in macrophages infected with staphylococcus aureus,0
transplanted human glial progenitor cells can mature in their host animal,0
treatment with a protein named fn impairs regenerative abilities of aged muscles,1
treatment with a protein named fn restores regenerative abilities of aged muscles,0
tuberculosis incidence occurs at higher rates in more sparsely populated areas in the uk,1
tuberculosis induced granulomas express different immune system protein signatures than the surrounding tissue,0
two variants of chromosome q are associated with radiation therapy induced second malignancies in pediatric hodgkin lymphoma patients,0
type diabetes is associated with subtle perturbations in t reg development,0
ultrasound guidance significantly reduces the number of needle insertion attempts necessary for a given procedure,0
ultrasound guidance significantly reduces the number of traumatic procedures when attempting needle insertion,0
upon developing tyrosine kinase inhibitor resistance new mutations in epidermal growth factor receptors emerge and cause treatment failure,0
upon viral challenge influenza specific memory cd t cells greatly diminish the early production of inflammatory chemokines in the lung,1
upon viral challenge influenza specific memory cd t cells greatly enhance the early production of inflammatory chemokines in the lung,0
upregulation of dynein in drosophila neurons increases the number of microtubule plus ends growing toward the cell body of each neuron,1
v inhibits antitumor responses by decreasing cell death and oxidative stress,1
vaccinating the gastrointestinal tract induces protection of rectal and vaginal mucosa,0
varenicline monotherapy is more effective after weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion,1
varying expression levels of ebi affect the positioning and migration of b cells,0
vgrg tssl protein punctures membranes by forming a spike at the tip of the tube apparatus,0
vitamin d is an important factor in the relationship between calcium and parathyroid hormone,0
walking in traffic areas in london did not improve lung function in elderly adults,0
walking in traffic areas in london improves lung function in elderly adults,1
whole brain radiotherapy increases the occurrence of new brain metastases,1
women are more susceptible to death due to pneumonia when compared to men,0
women with a lower birth weight are more likely to develop breast cancer later in life,1
yap taz is required in intestinal regeneration in mouse models of ulcerative colitis,0
apkcz causes tumour suppression by affecting glutamine metabolism,0
mcm s u is required for proper decoding of nnr codons in eukaryotes,0
mirnas enforce homeostasis by suppressing low level leaky transcription,0
sirna knockdown of a accelerates tumor progression in an in vivo murine xenograft model,1
sirna knockdown of a slows tumor progression in an in vivo murine xenograft model,0
genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants,0
a high microerythrocyte count raises vulnerability to severe anemia in homozygous alpha thalassemia trait subjects,1
a total of people in the uk are asymptomatic carriers of vcjd infection,1
aldh expression is associated with better breast cancer outcomes,1
aldh expression is associated with poorer prognosis in breast cancer,0
amp activated protein kinase ampk activation increases inflammation related fibrosis in the lungs,1
apoe expression in ipsc derived neurons increases alphabeta production and tau phosphorylation causing gaba neuron degeneration,0
apoe expression in ipsc derived neurons increases alphabeta production and tau phosphorylation delaying gaba neuron degeneration,1
all hematopoietic stem cells segregate their chromosomes randomly,0
angiotensin converting enzyme inhibitors are associated with increased risk for functional renal insufficiency,0
anthrax spores can be disposed of easily after they are dispersed,1
antibiotic induced alterations in the gut microbiome reduce resistance against clostridium difficile,0
antiretroviral therapy reduces rates of tuberculosis across a broad range of cd strata,0
articles published in open access format are less likely to be cited than traditional journals,1
articles published in open access format are more likely to be cited than traditional journals,0
